
 num     #instances         #bytes  class name
 483:            12            192  java.beans.PropertyChangeSupport
 484:            12            192  java.beans.PropertyChangeSupport$PropertyChangeListenerMap
 485:             3            192  java.lang.ClassValue$ClassValueMap
 486:             6            192  java.lang.invoke.LambdaForm$BasicType
 487:             4            192  java.lang.invoke.LambdaFormEditor$Transform
 488:             8            192  java.math.RoundingMode
 489:             6            192  java.nio.file.attribute.FileTime
 490:             3            192  java.security.SecureRandom
 491:            12            192  java.util.Collections$SetFromMap
 492:             8            192  java.util.RegularEnumSet
 493:             4            192  javax.management.openmbean.OpenMBeanOperationInfoSupport
 494:             1            192  org.apache.coyote.Request
 495:             4            192  org.apache.tomcat.util.descriptor.web.FilterDef
 496:            12            192  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable
 497:            12            192  org.springframework.beans.factory.config.BeanExpressionContext
 498:             3            192  org.springframework.beans.factory.support.DefaultListableBeanFactory$NestedDependencyDescriptor
 499:            12            192  org.springframework.boot.autoconfigure.condition.OnPropertyCondition
 500:             6            192  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Elements
 501:             6            192  org.springframework.core.io.ResourceEditor
 502:            12            192  org.springframework.format.datetime.standard.TemporalAccessorParser
 503:            12            192  org.springframework.format.datetime.standard.TemporalAccessorPrinter
 504:             2            184  [Ljava.text.DateFormat$Field;
 505:             9            176  [Lcom.fasterxml.jackson.databind.ser.Serializers;
 506:            11            176  com.fasterxml.jackson.annotation.JsonFormat$Shape
 507:            11            176  java.net.StandardSocketOptions$StdSocketOption
 508:            11            176  java.text.NumberFormat$Field
 509:             2            176  org.apache.catalina.deploy.NamingResourcesImpl
 510:            11            176  org.springframework.beans.factory.config.ConstructorArgumentValues
 511:            11            176  org.springframework.context.support.MessageSourceAccessor
 512:            11            176  org.springframework.util.AntPathMatcher$AntPathStringMatcher
 513:             3            168  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer
 514:             7            168  java.net.NetPermission
 515:             3            168  java.net.SocketPermission
 516:             1            168  org.apache.catalina.connector.Request
 517:             1            168  org.apache.catalina.core.StandardHost
 518:             7            168  org.springframework.cglib.proxy.CallbackInfo
 519:             7            168  org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet
 520:            10            160  [Ljava.lang.annotation.Annotation;
 521:             2            160  [Ljava.util.concurrent.RunnableScheduledFuture;
 522:             1            160  [[Ljava.math.BigInteger;
 523:             5            160  com.fasterxml.jackson.core.JsonEncoding
 524:             4            160  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
 525:             5            160  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
 526:            10            160  com.sun.proxy.$Proxy32
 527:            10            160  com.sun.proxy.$Proxy4
 528:            10            160  com.sun.proxy.$Proxy47
 529:             5            160  java.lang.ClassLoader$NativeLibrary
 530:            10            160  java.lang.annotation.ElementType
 531:             2            160  java.net.URI
 532:            10            160  java.util.Formatter$Flags
 533:             2            160  javax.management.remote.rmi.NoCallStackClassLoader
 534:             5            160  org.apache.catalina.core.StandardPipeline
 535:             2            160  org.apache.catalina.core.StandardWrapperValve
 536:            10            160  org.springframework.boot.autoconfigure.cache.CacheType
 537:             4            160  org.springframework.http.converter.json.MappingJackson2HttpMessageConverter
 538:            10            160  org.springframework.util.unit.DataSize
 539:             1            160  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
 540:             4            160  sun.misc.URLClassPath
 541:             4            160  sun.nio.ch.SocketAdaptor
 542:             5            160  sun.rmi.transport.tcp.TCPEndpoint
 543:             1            152  org.apache.catalina.session.StandardManager
 544:             1            152  org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory
 545:             1            152  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext
 546:             2            144  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
 547:             9            144  com.sun.jmx.remote.util.ClassLogger
 548:             9            144  com.sun.proxy.$Proxy27
 549:             3            144  java.lang.ThreadGroup
 550:             3            144  java.nio.HeapCharBuffer
 551:             9            144  java.nio.file.attribute.PosixFilePermission
 552:             6            144  java.security.SecurityPermission
 553:             6            144  java.time.format.TextStyle
 554:             9            144  java.util.concurrent.ConcurrentLinkedQueue$Node
 555:             2            144  java.util.concurrent.ScheduledThreadPoolExecutor
 556:             9            144  java.util.logging.Level$KnownLevel
 557:             6            144  java.util.regex.Pattern$BnM
 558:             6            144  java.util.regex.Pattern$SingleI
 559:             1            144  org.apache.catalina.core.StandardServer
 560:             1            144  org.apache.coyote.http11.Http11NioProtocol
 561:             6            144  org.springframework.boot.context.properties.source.ConfigurationPropertyName
 562:             6            144  org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType
 563:             6            144  org.springframework.context.event.AbstractApplicationEventMulticaster$CachedListenerRetriever
 564:             9            144  org.springframework.util.AntPathMatcher$PathSeparatorPatternCache
 565:             3            144  sun.nio.cs.StreamEncoder
 566:             1            136  [Ljava.time.temporal.ChronoField;
 567:             2            136  [[Ljava.lang.String;
 568:             1            136  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader
 569:             6            128  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
 570:             2            128  [Lorg.apache.tomcat.util.http.MimeHeaderField;
 571:             4            128  [Lsun.invoke.util.ValueConversions$WrapperCache;
 572:             4            128  com.fasterxml.jackson.core.Base64Variant
 573:             4            128  com.fasterxml.jackson.core.Version
 574:             4            128  com.fasterxml.jackson.databind.cfg.ConfigOverrides
 575:             8            128  com.sun.proxy.$Proxy38
 576:             4            128  java.io.ObjectStreamClass$WeakClassKey
 577:             8            128  java.lang.invoke.MethodHandleImpl$Intrinsic
 578:             4            128  java.security.MessageDigest$Delegate
 579:             4            128  java.util.Collections$SynchronizedMap
 580:             4            128  java.util.IdentityHashMap
